层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,保存量,501816.714286,483749.714286,450476.428571,492738.857143,503309.142857,476679.857143,489753.285714,493486.285714,18067.0,3.734783,18067.0,100.0,3.734783
2,DAU,730721.571429,723297.0,740301.428571,718559.285714,732984.0,695293.571429,719006.428571,714276.0,7424.571429,1.02649,5032.019872,27.851995,1.040212
3,保存率,0.686741,0.668812,0.608504,0.685732,0.686658,0.685581,0.681153,0.69089,0.017929,2.680775,13034.729649,72.146619,2.69452
3.AI Expand,AI Expand保存率,0.005954,0.006045,0.00577,0.005977,0.005919,0.006094,0.005808,0.006201,-9e-05,-1.494728,,,
3.AI Features,AI Features保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.AI Image,AI Image保存率,0.004985,0.005002,0.004369,0.004819,0.004947,0.005297,0.004981,0.004534,-1.7e-05,-0.339828,,,
3.AI Repair,AI Repair保存率,0.016914,0.016761,0.015367,0.017262,0.0179,0.018314,0.018918,0.019388,0.000154,0.916728,,,
3.AI Replace,AI Replace保存率,0.005399,0.005513,0.005145,0.005682,0.005673,0.005897,0.005711,0.00592,-0.000114,-2.065723,,,
3.AI Retouch,AI Retouch保存率,0.055593,0.054305,0.049604,0.053419,0.053515,0.052951,0.050548,0.050756,0.001288,2.371991,,,
3.AI Tattoo,AI Tattoo保存率,0.000561,0.000539,0.000472,0.000515,0.000519,0.000551,0.000507,0.000527,2.2e-05,4.138219,,,
3.Abs,Abs保存率,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,3e-06,4e-06,-0.0,-2.783631,,,
3.Absarm,Absarm保存率,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,,,,
3.Abscollarbone,Abscollarbone保存率,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,,,,
3.Absv Line,Absv Line保存率,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,,,,
3.Acn,Acn保存率,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,,,,
3.Acncne,Acncne保存率,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,,,,
3.Acne,Acne保存率,0.109659,0.105586,0.094855,0.110796,0.111554,0.111196,0.109605,0.111091,0.004073,3.857685,,,
