层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 次留,0.32246,0.325393,0.325307,0.317409,0.321539,0.319666,0.309024,0.328191,-0.002933,-0.901244,-0.002933,100.0,-0.901244
1.1,新用户 次留,0.142303,0.142372,0.144165,0.134085,0.138158,0.136863,0.128231,0.134897,-7e-05,-0.048988,-4.0331e-06,0.137508,-0.001239
1.2,老用户 次留,0.33357,0.336754,0.336812,0.329927,0.334198,0.331543,0.319536,0.338841,-0.003185,-0.945711,-0.002997892,102.21248,-0.921184
1.2.1,Android 次留,0.320279,0.323064,0.320111,0.315694,0.321347,0.319065,0.309275,0.32595,-0.002786,-0.862261,-0.0006497728,22.153862,-0.19966
1.2.1.unknow,unknow 次留,0.261438,0.273292,0.253886,0.283582,0.264368,0.350515,0.283133,0.275,-0.011854,-4.337493,-3.769e-07,0.012852,-0.000116
1.2.1.不丹,不丹 次留,0.0,0.142857,0.133333,0.153846,0.285714,0.333333,0.2,0.0,-0.142857,-100.0,-4.609e-07,0.015713,-0.000142
1.2.1.东帝汶,东帝汶 次留,0.518519,0.346154,0.517241,0.416667,0.304348,0.387097,0.441176,0.484848,0.172365,49.794239,8.851e-07,-0.030178,0.000272
1.2.1.中国,中国 次留,0.366622,0.375718,0.351121,0.341873,0.353226,0.326845,0.358974,0.341853,-0.009096,-2.42107,-2.5008e-06,0.085263,-0.000768
1.2.1.中国台湾,中国台湾 次留,0.346723,0.409091,0.379455,0.357314,0.348039,0.358779,0.328431,0.382212,-0.062368,-15.245478,-5.42e-06,0.184794,-0.001665
1.2.1.中国澳门,中国澳门 次留,0.375,0.5,0.357143,0.4,0.466667,0.692308,0.5,0.176471,-0.125,-25.0,-4.32e-07,0.014731,-0.000133
1.2.1.中国香港,中国香港 次留,0.347656,0.389831,0.422902,0.375,0.406114,0.426729,0.368313,0.410305,-0.042174,-10.818614,-5.4061e-06,0.18432,-0.001661
1.2.1.中非,中非 次留,0.214286,0.111111,0.1,0.083333,0.111111,0.0,0.3,0.214286,0.103175,92.857143,2.14e-07,-0.007295,6.6e-05
1.2.1.丹麦,丹麦 次留,0.416961,0.382239,0.355556,0.39823,0.366906,0.392308,0.361055,0.342105,0.034722,9.083771,3.5524e-06,-0.121118,0.001092
1.2.1.乌克兰,乌克兰 次留,0.358145,0.350313,0.352514,0.342972,0.346308,0.346881,0.338663,0.348686,0.007832,2.235695,1.26025e-05,-0.429679,0.003872
1.2.1.乌兹别克斯坦,乌兹别克斯坦 次留,0.299145,0.269565,0.289116,0.265442,0.253499,0.276461,0.261589,0.264957,0.02958,10.973256,3.3593e-06,-0.114535,0.001032
1.2.1.乌干达,乌干达 次留,0.25884,0.26383,0.272966,0.233748,0.243173,0.227097,0.24124,0.246541,-0.00499,-1.891226,-6.948e-07,0.02369,-0.000214
1.2.1.乌拉圭,乌拉圭 次留,0.371389,0.348446,0.381842,0.362319,0.301813,0.365432,0.346154,0.373396,0.022944,6.584579,3.4983e-06,-0.119273,0.001075
1.2.1.乍得,乍得 次留,0.135135,0.125,0.0625,0.234043,0.173913,0.097561,0.0,0.138889,0.010135,8.108108,9.61e-08,-0.003276,3e-05
