层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1,日均订阅毛利（剔除退款，$）,136684.466286,139307.200857,125573.207286,130205.769,128979.13,132157.568714,130155.445571,131974.666571,-2622.734571,-1.882698
1.1,新增毛利,68049.615,66919.379714,64675.972143,67469.250714,68773.459429,69906.667143,68766.961,66666.334714,1130.235286,1.688951
1.1.不丹,不丹新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.327,0.0,
1.1.东帝汶,东帝汶新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.中国,中国新增毛利,0.747429,7.686286,13.079667,1.2408,0.0,12.3705,16.7594,4.634333,-6.938857,-90.275816
1.1.中国内地,中国内地新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.中国台湾,中国台湾新增毛利,8.149571,0.0,21.0292,4.889,13.177571,6.562667,20.932667,8.539857,8.149571,
1.1.中国澳门,中国澳门新增毛利,0.0,0.0,0.0,19.273,0.0,0.0,0.0,0.0,0.0,
1.1.中国香港,中国香港新增毛利,25.550333,19.904,13.645286,9.488,36.4225,8.788667,14.043714,9.078429,5.646333,28.367832
1.1.中非,中非新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.丹麦,丹麦新增毛利,122.139571,181.660429,144.825286,128.712571,151.237286,140.187143,131.503571,133.187714,-59.520857,-32.7649
1.1.乌克兰,乌克兰新增毛利,747.083429,722.396143,673.244,687.266429,687.426143,789.184,659.531571,556.638571,24.687286,3.417417
1.1.乌兹别克斯坦,乌兹别克斯坦新增毛利,30.853,26.661143,24.228571,36.821286,41.401,16.569714,18.221286,25.094286,4.191857,15.722721
1.1.乌干达,乌干达新增毛利,11.865857,4.023857,0.7505,9.813,9.484667,10.1374,16.401429,9.0134,7.842,194.887634
1.1.乌拉圭,乌拉圭新增毛利,19.323,7.561286,17.638,31.976286,16.494857,11.255429,8.395714,10.658,11.761714,155.551777
1.1.乍得,乍得新增毛利,21.693,0.0,0.0,0.0,0.0,5.593,0.0,0.0,21.693,
1.1.也门,也门新增毛利,0.0,1.3965,0.0,0.0,0.0,0.0,0.0,0.0,-1.3965,-100.0
1.1.亚美尼亚,亚美尼亚新增毛利,61.364286,27.134,38.864857,33.441857,40.075143,14.223714,37.854286,26.487429,34.230286,126.152745
1.1.以色列,以色列新增毛利,320.814571,385.876286,408.368857,460.902143,454.951857,461.195429,488.521714,382.639571,-65.061714,-16.86077
1.1.伊拉克,伊拉克新增毛利,3.6155,7.658,4.3386,6.047,10.651714,1.707286,6.8042,9.659429,-4.0425,-52.787934
1.1.伊朗,伊朗新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.伯利兹,伯利兹新增毛利,0.0,0.0,0.0,0.0,0.0,10.8465,0.0,5.805667,0.0,
1.1.佛得角,佛得角新增毛利,3.821,3.375,10.8465,0.0,15.043,0.0,0.0,21.693,0.446,13.214815
1.1.俄罗斯,俄罗斯新增毛利,71.329857,62.593,91.553714,85.339143,72.567286,64.256429,36.267857,58.414,8.736857,13.958202
1.1.保加利亚,保加利亚新增毛利,125.486,111.925286,117.397571,79.178143,89.016571,107.674857,106.356571,76.293,13.560714,12.115863
1.1.克罗地亚,克罗地亚新增毛利,188.683714,258.966857,203.139429,223.945143,226.742,202.493429,173.775429,220.134571,-70.283143,-27.139822
1.1.关岛,关岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.冈比亚,冈比亚新增毛利,7.51975,4.547667,13.000167,14.25725,5.42325,19.393,15.021,13.682,2.972083,65.354028
1.1.冰岛,冰岛新增毛利,17.815143,17.637571,16.476714,34.263143,19.222571,21.189857,12.640714,6.53,0.177571,1.006779
1.1.几内亚,几内亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.几内亚比绍,几内亚比绍新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.列支敦士登,列支敦士登新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.刚果共和国,刚果共和国新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.刚果民主共和国,刚果民主共和国新增毛利,4.35425,9.297,0.0,4.3386,0.0,10.6815,0.0,0.0,-4.94275,-53.164999
1.1.利比亚,利比亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.利比里亚,利比里亚新增毛利,15.324,2.902833,6.295333,6.588167,4.372667,10.3035,5.003833,8.071571,12.421167,427.898031
1.1.加拿大,加拿大新增毛利,3048.571429,3002.664571,3063.440429,2997.769143,3095.968714,3034.205571,3201.380429,2966.161,45.906857,1.528871
1.1.加纳,加纳新增毛利,20.295,23.813857,32.190714,40.484286,39.735,21.241143,19.614,33.444857,-3.518857,-14.776511
1.1.加蓬,加蓬新增毛利,5.593,0.0,7.231,0.0,0.0,1.864333,13.118,0.0,5.593,
1.1.匈牙利,匈牙利新增毛利,140.921429,121.521429,118.821286,116.824571,98.646571,115.355857,87.612857,98.892714,19.4,15.964263
1.1.北马其顿,北马其顿新增毛利,47.894286,43.655286,31.639286,39.945714,56.035429,33.665714,42.845429,45.321286,4.239,9.710164
1.1.北马里亚纳群岛,北马里亚纳群岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.南极洲,南极洲新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.南苏丹,南苏丹新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.南非,南非新增毛利,187.243143,186.583,189.478429,182.092286,180.971,197.447,228.270571,180.987571,0.660143,0.353807
1.1.博茨瓦纳,博茨瓦纳新增毛利,6.597,0.799,6.518333,6.1215,4.989714,11.066,5.4572,7.231,5.798,725.657071
1.1.卡塔尔,卡塔尔新增毛利,27.400286,17.662,22.880571,10.694,18.425,23.054286,32.173429,17.809714,9.738286,55.136936
1.1.卢旺达,卢旺达新增毛利,6.3806,0.0,1.864333,9.095333,0.0,13.3805,1.164333,1.696,6.3806,
1.1.卢森堡,卢森堡新增毛利,17.758286,25.546286,6.23,16.225286,20.527286,25.036714,14.726571,22.586833,-7.788,-30.485841
1.1.印度,印度新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,
1.1.印度尼西亚,印度尼西亚新增毛利,34.143714,54.029571,48.561143,49.468714,45.458286,56.906571,48.581,46.537714,-19.885857,-36.805506
1.1.危地马拉,危地马拉新增毛利,45.107714,24.392571,29.495,42.807,32.653857,50.109143,42.673429,20.85,20.715143,84.923982
1.1.厄瓜多尔,厄瓜多尔新增毛利,55.319286,124.765429,70.727,53.023286,85.418571,79.757714,71.513857,86.172286,-69.446143,-55.661367
1.1.叙利亚,叙利亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.古巴,古巴新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.吉尔吉斯斯坦,吉尔吉斯斯坦新增毛利,54.321143,25.639286,59.783571,41.580286,49.724857,73.318286,73.689429,32.103429,28.681857,111.866834
1.1.吉布提,吉布提新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.哈萨克斯坦,哈萨克斯坦新增毛利,252.293857,328.015,234.273,278.734429,242.243571,301.795429,227.856286,156.818571,-75.721143,-23.084659
1.1.哥伦比亚,哥伦比亚新增毛利,335.746143,397.772286,324.891714,386.316714,351.877,300.018286,352.333571,270.117429,-62.026143,-15.59338
1.1.哥斯达黎加,哥斯达黎加新增毛利,48.170714,34.374143,34.350571,33.439,43.168143,25.723429,41.740143,52.767,13.796571,40.136481
1.1.喀麦隆,喀麦隆新增毛利,9.631714,4.229143,3.353429,3.014571,12.042857,28.064143,7.4525,10.295857,5.402571,127.746251
1.1.土库曼斯坦,土库曼斯坦新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.土耳其,土耳其新增毛利,543.278714,470.509286,527.216714,555.729143,555.977143,606.609,499.680571,381.733286,72.769429,15.466098
1.1.圣卢西亚,圣卢西亚新增毛利,5.6104,5.42325,7.5215,0.0,1.44,0.0,0.0,1.864333,0.18715,3.450883
1.1.圣基茨和尼维斯,圣基茨和尼维斯新增毛利,6.1215,0.0,2.7965,9.184,7.5215,1.130667,3.468167,0.0,6.1215,
1.1.圣多美和普林西比,圣多美和普林西比新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.圣巴泰勒米岛,圣巴泰勒米岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.圣文森特和格林纳丁斯,圣文森特和格林纳丁斯新增毛利,8.918,0.0,0.0,0.0,8.33,2.7965,11.54475,9.795333,8.918,
1.1.圣皮埃尔和密克隆群岛,圣皮埃尔和密克隆群岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.圣诞岛,圣诞岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.圣马力诺,圣马力诺新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.圭亚那,圭亚那新增毛利,1.864333,0.0,5.42325,7.3472,1.39825,16.326333,7.231,0.9786,1.864333,
1.1.坦桑尼亚,坦桑尼亚新增毛利,1.185,8.726286,7.085143,11.571429,6.458,11.552429,4.672,14.405333,-7.541286,-86.420339
1.1.埃及,埃及新增毛利,21.461,20.387857,23.096857,21.764857,32.547429,13.748429,22.455714,29.829143,1.073143,5.263637
1.1.埃塞俄比亚,埃塞俄比亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.基里巴斯,基里巴斯新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.塔吉克斯坦,塔吉克斯坦新增毛利,8.081667,4.646429,4.9245,26.85625,14.935333,16.748143,5.902833,13.1998,3.435238,73.932872
1.1.塞内加尔,塞内加尔新增毛利,9.413857,7.053,3.386429,13.254857,13.680714,17.751571,19.599,17.808143,2.360857,33.473091
1.1.塞尔维亚,塞尔维亚新增毛利,188.945714,236.447714,208.025857,262.277714,181.531429,244.942143,178.205,182.690571,-47.502,-20.089854
1.1.塞拉利昂,塞拉利昂新增毛利,3.674,7.51975,12.929,4.3386,15.2664,1.1186,10.8906,6.1356,-3.84575,-51.141993
1.1.塞浦路斯,塞浦路斯新增毛利,53.933714,70.014143,66.446429,40.117571,48.303429,43.192571,46.280143,30.775143,-16.080429,-22.9674
1.1.塞舌尔,塞舌尔新增毛利,1.864333,0.0,1.9105,0.0,0.0,0.0,0.0,1.514333,1.864333,
1.1.墨西哥,墨西哥新增毛利,718.018714,773.263,732.785571,847.547286,784.882714,787.366857,820.999429,836.859286,-55.244286,-7.144307
1.1.多哥,多哥新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.多米尼克,多米尼克新增毛利,0.0,7.231,2.7965,8.7085,10.8465,9.7958,8.904,0.0,-7.231,-100.0
