country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_source_pay_date_rows,renewal_rate_source
其他,android,周,1,0.59064153,,714,,幂律
其他,android,周,2,0.38836450,,714,,幂律
其他,android,周,3,0.30389738,,714,,幂律
其他,android,周,4,0.25536130,,714,,幂律
其他,android,周,5,0.22311922,,714,,幂律
其他,android,周,6,0.19982163,,714,,幂律
其他,android,周,7,0.18203224,,714,,幂律
其他,android,周,8,0.16790771,,714,,幂律
其他,android,周,9,0.15636154,,714,,幂律
其他,android,周,10,0.14670757,,714,,幂律
其他,android,周,11,0.13848900,,714,,幂律
其他,android,周,12,0.13138871,,714,,幂律
其他,android,周,13,0.12517899,,714,,幂律
其他,android,周,14,0.11969165,,714,,幂律
其他,android,周,15,0.11479949,,714,,幂律
其他,android,周,16,0.11040435,,714,,幂律
其他,android,周,17,0.10642914,,714,,幂律
其他,android,周,18,0.10281240,,714,,幂律
其他,android,周,19,0.09950444,,714,,幂律
其他,android,周,20,0.09646463,,714,,幂律
其他,android,周,21,0.09365938,,714,,幂律
其他,android,周,22,0.09106067,,714,,幂律
其他,android,周,23,0.08864489,,714,,幂律
其他,android,周,24,0.08639202,,714,,幂律
其他,android,周,25,0.08428494,,714,,幂律
其他,android,周,26,0.08230894,,714,,幂律
其他,android,周,27,0.08045127,,714,,幂律
其他,android,周,28,0.07870085,,714,,幂律
其他,android,周,29,0.07704797,,714,,幂律
其他,android,周,30,0.07548411,,714,,幂律
其他,android,周,31,0.07400173,,714,,幂律
其他,android,周,32,0.07259417,,714,,幂律
其他,android,周,33,0.07125548,,714,,幂律
其他,android,周,34,0.06998035,,714,,幂律
其他,android,周,35,0.06876403,,714,,幂律
其他,android,周,36,0.06760223,,714,,幂律
其他,android,周,37,0.06649110,,714,,幂律
其他,android,周,38,0.06542715,,714,,幂律
其他,android,周,39,0.06440720,,714,,幂律
其他,android,周,40,0.06342838,,714,,幂律
其他,android,周,41,0.06248807,,714,,幂律
其他,android,周,42,0.06158385,,714,,幂律
其他,android,周,43,0.06071354,,714,,幂律
其他,android,周,44,0.05987512,,714,,幂律
其他,android,周,45,0.05906673,,714,,幂律
其他,android,周,46,0.05828667,,714,,幂律
其他,android,周,47,0.05753336,,714,,幂律
其他,android,周,48,0.05680534,,714,,幂律
其他,android,周,49,0.05610126,,714,,幂律
其他,android,周,50,0.05541987,,714,,幂律
其他,android,周,51,0.05476001,,714,,幂律
其他,android,周,52,0.05412059,,714,,幂律
其他,android,周,53,0.05350061,,714,,幂律
其他,android,周,54,0.05289912,,714,,幂律
其他,android,周,55,0.05231525,,714,,幂律
其他,android,周,56,0.05174817,,714,,幂律
其他,android,周,57,0.05119711,,714,,幂律
其他,android,周,58,0.05066135,,714,,幂律
其他,android,周,59,0.05014021,,714,,幂律
其他,android,周,60,0.04963306,,714,,幂律
其他,android,周,61,0.04913930,,714,,幂律
其他,android,周,62,0.04865836,,714,,幂律
其他,android,周,63,0.04818970,,714,,幂律
其他,android,周,64,0.04773284,,714,,幂律
其他,android,周,65,0.04728729,,714,,幂律
其他,android,周,66,0.04685261,,714,,幂律
其他,android,周,67,0.04642837,,714,,幂律
其他,android,周,68,0.04601418,,714,,幂律
其他,android,周,69,0.04560964,,714,,幂律
其他,android,周,70,0.04521441,,714,,幂律
其他,android,周,71,0.04482813,,714,,幂律
其他,android,周,72,0.04445049,,714,,幂律
其他,android,周,73,0.04408118,,714,,幂律
其他,android,周,74,0.04371989,,714,,幂律
其他,android,周,75,0.04336636,,714,,幂律
其他,android,周,76,0.04302031,,714,,幂律
其他,android,周,77,0.04268149,,714,,幂律
其他,android,周,78,0.04234967,,714,,幂律
其他,android,周,79,0.04202460,,714,,幂律
其他,android,周,80,0.04170606,,714,,幂律
其他,android,周,81,0.04139386,,714,,幂律
其他,android,周,82,0.04108778,,714,,幂律
其他,android,周,83,0.04078763,,714,,幂律
其他,android,周,84,0.04049323,,714,,幂律
其他,android,周,85,0.04020440,,714,,幂律
其他,android,周,86,0.03992097,,714,,幂律
其他,android,周,87,0.03964279,,714,,幂律
其他,android,周,88,0.03936968,,714,,幂律
其他,android,周,89,0.03910152,,714,,幂律
其他,android,周,90,0.03883815,,714,,幂律
其他,android,周,91,0.03857943,,714,,幂律
其他,android,周,92,0.03832523,,714,,幂律
其他,android,周,93,0.03807543,,714,,幂律
其他,android,周,94,0.03782991,,714,,幂律
其他,android,周,95,0.03758854,,714,,幂律
其他,android,周,96,0.03735121,,714,,幂律
其他,android,周,97,0.03711782,,714,,幂律
其他,android,周,98,0.03688826,,714,,幂律
其他,android,周,99,0.03666243,,714,,幂律
其他,android,周,100,0.03644023,,714,,幂律
其他,android,年,1,0.38746155,,46162,,幂律
其他,android,年,2,0.23775650,,46162,,幂律
其他,android,年,3,0.17867511,,46162,,幂律
其他,android,年,4,0.14589358,,46162,,幂律
其他,android,年,5,0.12466842,,46162,,幂律
其他,android,年,6,0.10963970,,46162,,幂律
其他,android,年,7,0.09835564,,46162,,幂律
其他,android,年,8,0.08952410,,46162,,幂律
其他,android,年,9,0.08239475,,46162,,幂律
其他,android,年,10,0.07649979,,46162,,幂律
其他,android,年,11,0.07153132,,46162,,幂律
其他,android,年,12,0.06727778,,46162,,幂律
其他,android,年,13,0.06358861,,46162,,幂律
其他,android,年,14,0.06035358,,46162,,幂律
其他,android,年,15,0.05748995,,46162,,幂律
其他,android,年,16,0.05493432,,46162,,幂律
其他,android,年,17,0.05263725,,46162,,幂律
其他,android,年,18,0.05055956,,46162,,幂律
其他,android,年,19,0.04866977,,46162,,幂律
其他,android,年,20,0.04694226,,46162,,幂律
其他,android,年,21,0.04535600,,46162,,幂律
其他,android,年,22,0.04389348,,46162,,幂律
其他,android,年,23,0.04254008,,46162,,幂律
其他,android,年,24,0.04128340,,46162,,幂律
其他,android,年,25,0.04011292,,46162,,幂律
其他,android,年,26,0.03901963,,46162,,幂律
其他,android,年,27,0.03799575,,46162,,幂律
其他,android,年,28,0.03703453,,46162,,幂律
其他,android,年,29,0.03613011,,46162,,幂律
其他,android,年,30,0.03527733,,46162,,幂律
其他,android,年,31,0.03447167,,46162,,幂律
其他,android,年,32,0.03370913,,46162,,幂律
其他,android,年,33,0.03298616,,46162,,幂律
其他,android,年,34,0.03229959,,46162,,幂律
其他,android,年,35,0.03164660,,46162,,幂律
其他,android,年,36,0.03102466,,46162,,幂律
其他,android,年,37,0.03043149,,46162,,幂律
其他,android,年,38,0.02986504,,46162,,幂律
其他,android,年,39,0.02932343,,46162,,幂律
其他,android,年,40,0.02880500,,46162,,幂律
其他,android,年,41,0.02830819,,46162,,幂律
其他,android,年,42,0.02783162,,46162,,幂律
其他,android,年,43,0.02737401,,46162,,幂律
其他,android,年,44,0.02693419,,46162,,幂律
其他,android,年,45,0.02651108,,46162,,幂律
其他,android,年,46,0.02610370,,46162,,幂律
其他,android,年,47,0.02571114,,46162,,幂律
其他,android,年,48,0.02533257,,46162,,幂律
其他,android,年,49,0.02496720,,46162,,幂律
其他,android,年,50,0.02461433,,46162,,幂律
其他,android,年,51,0.02427329,,46162,,幂律
其他,android,年,52,0.02394346,,46162,,幂律
其他,android,年,53,0.02362427,,46162,,幂律
其他,android,年,54,0.02331518,,46162,,幂律
其他,android,年,55,0.02301570,,46162,,幂律
其他,android,年,56,0.02272535,,46162,,幂律
其他,android,年,57,0.02244371,,46162,,幂律
其他,android,年,58,0.02217037,,46162,,幂律
其他,android,年,59,0.02190495,,46162,,幂律
其他,android,年,60,0.02164709,,46162,,幂律
其他,android,年,61,0.02139645,,46162,,幂律
其他,android,年,62,0.02115272,,46162,,幂律
其他,android,年,63,0.02091559,,46162,,幂律
其他,android,年,64,0.02068480,,46162,,幂律
其他,android,年,65,0.02046007,,46162,,幂律
其他,android,年,66,0.02024117,,46162,,幂律
其他,android,年,67,0.02002784,,46162,,幂律
其他,android,年,68,0.01981987,,46162,,幂律
其他,android,年,69,0.01961705,,46162,,幂律
其他,android,年,70,0.01941918,,46162,,幂律
其他,android,年,71,0.01922607,,46162,,幂律
其他,android,年,72,0.01903754,,46162,,幂律
其他,android,年,73,0.01885343,,46162,,幂律
其他,android,年,74,0.01867356,,46162,,幂律
其他,android,年,75,0.01849779,,46162,,幂律
其他,android,年,76,0.01832596,,46162,,幂律
其他,android,年,77,0.01815795,,46162,,幂律
其他,android,年,78,0.01799362,,46162,,幂律
其他,android,年,79,0.01783284,,46162,,幂律
其他,android,年,80,0.01767550,,46162,,幂律
其他,android,年,81,0.01752147,,46162,,幂律
其他,android,年,82,0.01737064,,46162,,幂律
其他,android,年,83,0.01722292,,46162,,幂律
其他,android,年,84,0.01707821,,46162,,幂律
其他,android,年,85,0.01693640,,46162,,幂律
其他,android,年,86,0.01679741,,46162,,幂律
其他,android,年,87,0.01666114,,46162,,幂律
其他,android,年,88,0.01652752,,46162,,幂律
其他,android,年,89,0.01639646,,46162,,幂律
其他,android,年,90,0.01626789,,46162,,幂律
其他,android,年,91,0.01614173,,46162,,幂律
其他,android,年,92,0.01601791,,46162,,幂律
其他,android,年,93,0.01589636,,46162,,幂律
其他,android,年,94,0.01577703,,46162,,幂律
其他,android,年,95,0.01565983,,46162,,幂律
其他,android,年,96,0.01554472,,46162,,幂律
其他,android,年,97,0.01543164,,46162,,幂律
其他,android,年,98,0.01532053,,46162,,幂律
其他,android,年,99,0.01521133,,46162,,幂律
其他,android,年,100,0.01510400,,46162,,幂律
其他,android,月,1,0.71536320,,100784,,幂律
其他,android,月,2,0.42007772,,100784,,幂律
其他,android,月,3,0.30767209,,100784,,幂律
其他,android,月,4,0.24667929,,100784,,幂律
其他,android,月,5,0.20782792,,100784,,幂律
其他,android,月,6,0.18067212,,100784,,幂律
其他,android,月,7,0.16049987,,100784,,幂律
其他,android,月,8,0.14485575,,100784,,幂律
其他,android,月,9,0.13232735,,100784,,幂律
其他,android,月,10,0.12204133,,100784,,幂律
其他,android,月,11,0.11342703,,100784,,幂律
其他,android,月,12,0.10609482,,100784,,幂律
其他,android,月,13,0.09976914,,100784,,幂律
其他,android,月,14,0.09424922,,100784,,幂律
其他,android,月,15,0.08938516,,100784,,幂律
其他,android,月,16,0.08506263,,100784,,幂律
其他,android,月,17,0.08119282,,100784,,幂律
其他,android,月,18,0.07770566,,100784,,幂律
其他,android,月,19,0.07454503,,100784,,幂律
其他,android,月,20,0.07166548,,100784,,幂律
其他,android,月,21,0.06902973,,100784,,幂律
