层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,保存量,494106.857143,496865.142857,505916.714286,501816.714286,483749.714286,450476.428571,492738.857143,503309.142857,-2758.285714,-0.555138,-2758.285714,100.0,-0.555138
2,DAU,713123.285714,723184.142857,741351.714286,730721.571429,723297.0,740301.428571,718559.285714,732984.0,-10060.857143,-1.391189,-6941.524619,251.660826,-1.397065
3,保存率,0.692877,0.687052,0.682425,0.686741,0.668812,0.608504,0.685732,0.686658,0.005825,0.847846,4183.135737,-151.657086,0.841906
3.AI Expand,AI Expand保存率,0.006127,0.005967,0.005866,0.005954,0.006045,0.00577,0.005977,0.005919,0.00016,2.679752,,,
3.AI Features,AI Features保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.AI Image,AI Image保存率,0.00439,0.00434,0.004675,0.004985,0.005002,0.004369,0.004819,0.004947,5e-05,1.15692,,,
3.AI Repair,AI Repair保存率,0.01687,0.016678,0.016619,0.016914,0.016761,0.015367,0.017262,0.0179,0.000192,1.150175,,,
3.AI Replace,AI Replace保存率,0.005603,0.005549,0.005427,0.005399,0.005513,0.005145,0.005682,0.005673,5.3e-05,0.959572,,,
3.AI Retouch,AI Retouch保存率,0.05561,0.055247,0.05521,0.055593,0.054305,0.049604,0.053419,0.053515,0.000363,0.656971,,,
3.AI Tattoo,AI Tattoo保存率,0.000592,0.000586,0.000605,0.000561,0.000539,0.000472,0.000515,0.000519,5e-06,0.932302,,,
3.Abs,Abs保存率,4e-06,4e-06,3e-06,4e-06,4e-06,4e-06,4e-06,4e-06,0.0,6.239902,,,
3.Absarm,Absarm保存率,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,-1e-06,-100.0,,,
3.Abscollarbone,Abscollarbone保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,,,,
3.Absv Line,Absv Line保存率,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,,,,
3.Acn,Acn保存率,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,,,,
3.Acncne,Acncne保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,,,,
3.Acne,Acne保存率,0.112651,0.111614,0.110605,0.109659,0.105586,0.094855,0.110796,0.111554,0.001036,0.928552,,,
3.Acnsmooth,Acnsmooth保存率,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,,,,
3.Adjust,Adjust保存率,0.075726,0.074298,0.073847,0.075703,0.07423,0.069955,0.074873,0.07389,0.001427,1.920944,,,
3.Align,Align保存率,9.7e-05,9.5e-05,0.000103,3.9e-05,2e-06,0.0,0.0,0.0,2e-06,1.832483,,,
3.Arm,Arm保存率,8e-06,1.1e-05,1e-05,9e-06,9e-06,9e-06,8e-06,1e-05,-3e-06,-27.055378,,,
3.Armabs,Armabs保存率,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,,,,
3.Armbody,Armbody保存率,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Armcollarbone,Armcollarbone保存率,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Armpecs,Armpecs保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,,,,
3.Auto,Auto保存率,0.0,0.0,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,,,,
3.Background,Background保存率,0.003463,0.003572,0.003697,0.003614,0.003633,0.00336,0.003781,0.003876,-0.000109,-3.042242,,,
3.Background Adjust,Background Adjust保存率,0.000558,0.000561,0.000538,0.000575,0.000579,0.000504,0.000584,0.00061,-3e-06,-0.446656,,,
3.Backlight,Backlight保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Beach Day,Beach Day保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Beautymagic,Beautymagic保存率,0.000351,0.000343,0.000356,0.000356,0.000402,0.000415,0.000429,0.000455,8e-06,2.286557,,,
3.Blur,Blur保存率,0.030604,0.03059,0.030411,0.031394,0.030441,0.028236,0.031572,0.031296,1.4e-05,0.047364,,,
3.Blush,Blush保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Body,Body保存率,0.096124,0.091623,0.088934,0.088599,0.085785,0.076849,0.08463,0.083337,0.004501,4.912573,,,
3.Body glow,Body glow保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Bodybreast,Bodybreast保存率,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.410816,,,
3.Bodyv Line,Bodyv Line保存率,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.Bokeh,Bokeh保存率,0.011363,0.011497,0.011534,0.011917,0.011858,0.011159,0.012216,0.012401,-0.000133,-1.16109,,,
3.Breast,Breast保存率,4e-06,4e-06,5e-06,4e-06,3e-06,2e-06,3e-06,4e-06,-0.0,-8.730266,,,
