月份,市场,平台,渠道/自然,功能,进入人数,打勾人数,活跃人数,打勾渗透率,进入渗透率,进入排名,打勾排名,渠道,月份标签
2026-01,墨西哥,Android,Organic,Hair,42.0,14.161290322580646,439.51612903225805,0.044635822102976716,0.13052599096446277,5,7,自然新增,1月
2026-01,墨西哥,Android,non-Organic,Hair,139.80645161290323,42.0,1107.8387096774193,0.05800974986004124,0.19200309963645804,3,6,渠道新增,1月
2026-01,墨西哥,iOS,Organic,Hair,34.12903225806452,9.709677419354838,253.2258064516129,0.039460348015266294,0.13900801773095592,8,12,自然新增,1月
2026-01,墨西哥,iOS,non-Organic,Hair,2.967741935483871,0.8387096774193549,14.129032258064516,0.06226046249765415,0.24107015883276392,3,7,渠道新增,1月
2026-01,巴西,Android,Organic,Hair,531.3870967741935,187.74193548387098,4043.064516129032,0.05171975245034184,0.1456106765290094,4,6,自然新增,1月
2026-01,巴西,Android,non-Organic,Hair,4596.903225806452,1783.3870967741937,19178.83870967742,0.0933224722961197,0.24074117706970358,1,3,渠道新增,1月
2026-01,巴西,iOS,Organic,Hair,722.5483870967741,202.7741935483871,5051.774193548387,0.04129912870129629,0.14660835979929165,8,18,自然新增,1月
2026-01,巴西,iOS,non-Organic,Hair,7.129032258064516,2.129032258064516,34.41935483870968,0.061163373962761086,0.207164411547675,4,8,渠道新增,1月
2026-01,整体,Android,Organic,Hair,1591.5483870967741,488.3225806451613,9377.838709677419,0.05522833033080746,0.1807494691420441,5,6,自然新增,1月
2026-01,整体,Android,non-Organic,Hair,5072.5161290322585,1926.8064516129032,21614.129032258064,0.09017470464934814,0.23710520942787983,1,3,渠道新增,1月
2026-01,整体,iOS,Organic,Hair,2548.967741935484,714.9677419354839,15920.09677419355,0.045859103240672716,0.16409267879376677,7,11,自然新增,1月
2026-01,整体,iOS,non-Organic,Hair,1055.4516129032259,262.61290322580646,2895.6774193548385,0.09089458779471636,0.3645803307641548,1,3,渠道新增,1月
2026-01,美国,Android,Organic,Hair,44.064516129032256,15.225806451612904,301.35483870967744,0.05285634801658861,0.15399298411423906,5,8,自然新增,1月
2026-01,美国,Android,non-Organic,Hair,60.193548387096776,18.161290322580644,276.1290322580645,0.06416356780905828,0.22325025736405976,5,6,渠道新增,1月
2026-01,美国,iOS,Organic,Hair,541.9032258064516,135.96774193548387,2834.3870967741937,0.04853205391091411,0.1945749222661438,5,10,自然新增,1月
2026-01,美国,iOS,non-Organic,Hair,795.0967741935484,182.90322580645162,1812.4193548387098,0.10083193712703886,0.43765217965254466,1,2,渠道新增,1月
2026-01,英国,Android,Organic,Hair,14.387096774193548,4.32258064516129,107.38709677419355,0.04261848008423974,0.13847013621479506,5,11,自然新增,1月
2026-01,英国,Android,non-Organic,Hair,3.4193548387096775,1.1290322580645162,17.225806451612904,0.06372829387446367,0.1992252282987575,6,4,渠道新增,1月
2026-01,英国,iOS,Organic,Hair,120.90322580645162,32.354838709677416,780.1290322580645,0.04200084949035569,0.1573172176846817,7,11,自然新增,1月
2026-01,英国,iOS,non-Organic,Hair,52.70967741935484,16.322580645161292,289.96774193548384,0.05761257384317313,0.18574397037600282,5,10,渠道新增,1月
2026-02,墨西哥,Android,Organic,Hair,19.642857142857142,7.535714285714286,119.46428571428571,0.06255175757229489,0.16385084466247174,5,9,自然新增,2月
2026-02,墨西哥,Android,non-Organic,Hair,53.607142857142854,15.928571428571429,214.32142857142858,0.07380766544218585,0.24834816374253824,3,5,渠道新增,2月
2026-02,墨西哥,iOS,Organic,Hair,27.928571428571427,7.821428571428571,219.71428571428572,0.035191755445617964,0.12690090908366713,9,13,自然新增,2月
2026-02,墨西哥,iOS,non-Organic,Hair,2.3214285714285716,0.7142857142857143,15.535714285714286,0.041451020200743774,0.17036559840091606,7,10,渠道新增,2月
2026-02,巴西,Android,Organic,Hair,314.67857142857144,113.28571428571429,2078.785714285714,0.05479894477597229,0.15197355374858493,5,7,自然新增,2月
2026-02,巴西,Android,non-Organic,Hair,3528.464285714286,1384.142857142857,14378.5,0.09649937457570427,0.245910768525862,2,4,渠道新增,2月
2026-02,巴西,iOS,Organic,Hair,469.7857142857143,136.07142857142858,3975.964285714286,0.03409950931632846,0.11699040224605275,12,18,自然新增,2月
2026-02,巴西,iOS,non-Organic,Hair,6.035714285714286,1.5357142857142858,33.5,0.04702955535378727,0.18323769838673196,6,9,渠道新增,2月
2026-02,整体,Android,Organic,Hair,1343.2142857142858,384.67857142857144,6586.071428571428,0.05833674420048223,0.20292181814137328,5,7,自然新增,2月
2026-02,整体,Android,non-Organic,Hair,3930.8214285714284,1503.7142857142858,15915.75,0.09466169848656818,0.24742090524275065,2,3,渠道新增,2月
2026-02,整体,iOS,Organic,Hair,2025.5357142857142,568.4642857142857,13886.607142857143,0.04094314244080299,0.1455632501942822,8,12,自然新增,2月
2026-02,整体,iOS,non-Organic,Hair,1031.4285714285713,239.64285714285714,3114.035714285714,0.07733132398804855,0.33177439069067255,1,4,渠道新增,2月
2026-02,美国,Android,Organic,Hair,42.107142857142854,14.321428571428571,260.39285714285717,0.05518876944979966,0.16211073772038034,5,8,自然新增,2月
2026-02,美国,Android,non-Organic,Hair,68.60714285714286,22.035714285714285,329.89285714285717,0.06671483216632737,0.20988435404831537,5,7,渠道新增,2月
2026-02,美国,iOS,Organic,Hair,440.5,114.89285714285714,2625.3928571428573,0.043653279151608104,0.16704992396010127,6,12,自然新增,2月
2026-02,美国,iOS,non-Organic,Hair,691.1785714285714,149.46428571428572,1784.5,0.08422875170417118,0.3880677672870152,1,3,渠道新增,2月
2026-02,英国,Android,Organic,Hair,14.607142857142858,3.892857142857143,99.10714285714286,0.03839306282215138,0.1466986731139159,6,12,自然新增,2月
2026-02,英国,Android,non-Organic,Hair,3.2857142857142856,0.8928571428571429,16.357142857142858,0.059433767863666144,0.22713373562186778,3,4,渠道新增,2月
2026-02,英国,iOS,Organic,Hair,116.60714285714286,31.071428571428573,777.1785714285714,0.039734844479274334,0.14929549765289818,7,11,自然新增,2月
2026-02,英国,iOS,non-Organic,Hair,46.964285714285715,14.357142857142858,279.7142857142857,0.05069824304163286,0.1668161497647682,5,11,渠道新增,2月
2026-03,墨西哥,Android,Organic,Hair,52.935483870967744,15.129032258064516,243.32258064516128,0.0613393125658652,0.2110329711040928,1,6,自然新增,3月
2026-03,墨西哥,Android,non-Organic,Hair,455.35483870967744,123.16129032258064,1425.774193548387,0.08442750124711988,0.30968749316020305,1,3,渠道新增,3月
2026-03,墨西哥,iOS,Organic,Hair,28.903225806451612,7.548387096774194,214.09677419354838,0.03534842135833307,0.13499178495813602,9,14,自然新增,3月
2026-03,墨西哥,iOS,non-Organic,Hair,3.6774193548387095,0.5806451612903226,20.516129032258064,0.029324863803248426,0.18642799113087846,5,12,渠道新增,3月
2026-03,巴西,Android,Organic,Hair,302.6774193548387,103.96774193548387,1869.258064516129,0.05547526985233387,0.16136056025759485,5,9,自然新增,3月
2026-03,巴西,Android,non-Organic,Hair,2697.9032258064517,945.8387096774194,10415.354838709678,0.09074547821447172,0.2590081213149167,1,3,渠道新增,3月
2026-03,巴西,iOS,Organic,Hair,519.0,146.48387096774192,4206.870967741936,0.034627546797689576,0.12216424228678859,9,18,自然新增,3月
2026-03,巴西,iOS,non-Organic,Hair,176.61290322580646,53.903225806451616,723.9354838709677,0.07008151590776174,0.22179776000382828,3,4,渠道新增,3月
2026-03,整体,Android,Organic,Hair,1298.1612903225807,365.0967741935484,6246.193548387097,0.05834244087935232,0.2060975181920099,5,7,自然新增,3月
2026-03,整体,Android,non-Organic,Hair,3555.3870967741937,1181.6129032258063,13372.064516129032,0.08826845383846389,0.26558297199275765,1,3,渠道新增,3月
2026-03,整体,iOS,Organic,Hair,2068.6774193548385,565.741935483871,13913.741935483871,0.040678311273233715,0.1484364905880912,8,13,自然新增,3月
2026-03,整体,iOS,non-Organic,Hair,1376.032258064516,329.2903225806452,4404.709677419355,0.07501981780196144,0.31549904655578,1,4,渠道新增,3月
2026-03,美国,Android,Organic,Hair,44.064516129032256,15.548387096774194,276.258064516129,0.05671061383607457,0.15966746871189436,5,10,自然新增,3月
2026-03,美国,Android,non-Organic,Hair,76.74193548387096,21.774193548387096,370.16129032258067,0.0581868501964812,0.2074914325780938,5,7,渠道新增,3月
2026-03,美国,iOS,Organic,Hair,408.4193548387097,101.51612903225806,2591.0967741935483,0.039363494928551866,0.15729468645335737,7,12,自然新增,3月
2026-03,美国,iOS,non-Organic,Hair,674.7096774193549,144.6451612903226,1919.9354838709678,0.07548341768406293,0.35256660867881545,1,5,渠道新增,3月
2026-03,英国,Android,Organic,Hair,24.0,7.419354838709677,156.8709677419355,0.047386013945695006,0.15292284220890542,5,10,自然新增,3月
2026-03,英国,Android,non-Organic,Hair,8.67741935483871,2.225806451612903,52.12903225806452,0.04448184090514501,0.1697129229456668,5,11,渠道新增,3月
2026-03,英国,iOS,Organic,Hair,115.83870967741936,30.870967741935484,729.258064516129,0.04183091892855657,0.1575292628692562,7,11,自然新增,3月
2026-03,英国,iOS,non-Organic,Hair,82.6774193548387,22.35483870967742,415.5483870967742,0.05241187024606812,0.1974180493585636,5,10,渠道新增,3月
2026-04,墨西哥,Android,Organic,Hair,71.56666666666666,19.633333333333333,342.73333333333335,0.058252214432284476,0.2125612125089346,1,4,自然新增,4月
2026-04,墨西哥,Android,non-Organic,Hair,881.3,159.6,2235.0,0.07037340487900069,0.4131184863305742,1,1,渠道新增,4月
2026-04,墨西哥,iOS,Organic,Hair,71.26666666666667,13.033333333333333,308.9,0.04111878805063531,0.21882208892588556,4,12,自然新增,4月
2026-04,墨西哥,iOS,non-Organic,Hair,76.76666666666667,10.3,165.36666666666667,0.05517616369585125,0.34096210482825273,1,3,渠道新增,4月
