层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,日均订阅毛利（剔除退款，$）,145586.018143,140167.300286,141211.492857,139702.836714,136684.466286,139307.200857,125573.207286,130205.769,5418.717857,3.865893,5418.717857,100.0,3.865893
1.1,新增毛利,73576.989,70897.194571,65899.710286,64625.476857,69494.292429,67382.060286,64710.952714,67471.283857,2679.794429,3.779831,2679.794429,49.4544,1.911854
1.1.不丹,不丹新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.东帝汶,东帝汶新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.中国,中国新增毛利,0.0,1.266,2.6915,13.964714,0.747429,7.686286,13.079667,1.2408,-1.266,-100.0,-1.266,-0.023363,-0.000903
1.1.中国内地,中国内地新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.中非,中非新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.丹麦,丹麦新增毛利,165.539143,209.7,205.535,173.576,125.183857,181.660429,144.825286,128.712571,-44.160857,-21.059064,-44.160857,-0.814969,-0.031506
1.1.乌克兰,乌克兰新增毛利,917.301571,808.057714,850.552,681.894571,762.327286,730.143429,673.244,687.266429,109.243857,13.519314,109.243857,2.016046,0.077938
1.1.乌兹别克斯坦,乌兹别克斯坦新增毛利,17.719286,20.664,33.889143,18.706,30.853,26.661143,24.228571,36.821286,-2.944714,-14.250456,-2.944714,-0.054343,-0.002101
1.1.乌干达,乌干达新增毛利,8.45,13.967571,5.630833,3.862857,11.865857,4.023857,0.7505,9.813,-5.517571,-39.502726,-5.517571,-0.101824,-0.003936
1.1.乌拉圭,乌拉圭新增毛利,35.003714,14.201857,22.613571,11.379286,19.323,7.561286,17.638,31.976286,20.801857,146.472795,20.801857,0.383889,0.014841
1.1.乍得,乍得新增毛利,0.0,0.0,0.0,0.0,21.693,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.也门,也门新增毛利,0.0,0.0,10.8465,0.0,0.0,1.3965,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.亚美尼亚,亚美尼亚新增毛利,62.731714,59.145286,40.366286,52.262714,61.364286,27.134,38.864857,33.441857,3.586429,6.063761,3.586429,0.066186,0.002559
1.1.以色列,以色列新增毛利,429.074714,386.366571,409.288429,362.252857,330.754429,389.224714,408.368857,460.902143,42.708143,11.053788,42.708143,0.78816,0.030469
1.1.伊拉克,伊拉克新增毛利,3.242714,8.456429,9.091286,2.948,3.6155,7.658,4.3386,6.047,-5.213714,-61.653856,-5.213714,-0.096217,-0.00372
1.1.伊朗,伊朗新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.伯利兹,伯利兹新增毛利,10.8465,8.7085,0.931,7.231,0.0,0.0,0.0,0.0,2.138,24.550726,2.138,0.039456,0.001525
1.1.佛得角,佛得角新增毛利,10.4045,19.555,0.0,0.0,3.821,3.375,10.8465,0.0,-9.1505,-46.793659,-9.1505,-0.168868,-0.006528
1.1.俄罗斯,俄罗斯新增毛利,1174.961714,147.829,77.157143,93.259,74.904429,62.593,91.553714,85.339143,1027.132714,694.81138,1027.132714,18.955272,0.732791
1.1.保加利亚,保加利亚新增毛利,168.943857,132.930857,111.674714,110.709429,132.156286,115.246714,117.397571,79.178143,36.013,27.091528,36.013,0.664604,0.025693
1.1.克罗地亚,克罗地亚新增毛利,285.503143,241.703,258.028857,252.835571,191.885429,265.357429,203.139429,223.945143,43.800143,18.121473,43.800143,0.808312,0.031248
1.1.关岛,关岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.冈比亚,冈比亚新增毛利,8.21975,5.479833,5.2458,4.547667,7.51975,4.547667,13.000167,14.25725,2.739917,50.0,2.739917,0.050564,0.001955
1.1.冰岛,冰岛新增毛利,21.632333,25.338857,8.465286,15.318571,17.815143,17.637571,16.476714,34.263143,-3.706524,-14.627826,-3.706524,-0.068402,-0.002644
1.1.几内亚,几内亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.几内亚比绍,几内亚比绍新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.列支敦士登,列支敦士登新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.刚果共和国,刚果共和国新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.刚果民主共和国,刚果民主共和国新增毛利,0.0,19.9395,1.13575,0.0,4.35425,9.297,0.0,4.3386,-19.9395,-100.0,-19.9395,-0.367975,-0.014226
1.1.利比亚,利比亚新增毛利,0.0,21.693,0.0,0.0,0.0,0.0,0.0,0.0,-21.693,-100.0,-21.693,-0.400335,-0.015477
1.1.利比里亚,利比里亚新增毛利,0.799,15.253,17.539667,7.1232,15.324,2.902833,6.295333,6.588167,-14.454,-94.761686,-14.454,-0.266742,-0.010312
1.1.加拿大,加拿大新增毛利,3401.993429,3015.344286,2807.417,2886.144714,3097.692,3014.221286,3063.440429,2997.769143,386.649143,12.82272,386.649143,7.135436,0.275848
1.1.加纳,加纳新增毛利,23.835714,22.908714,26.503857,33.899571,23.627429,23.813857,32.190714,40.484286,0.927,4.046495,0.927,0.017107,0.000661
1.1.加蓬,加蓬新增毛利,0.0,2.776667,0.0,10.8465,5.593,0.0,7.231,0.0,-2.776667,-100.0,-2.776667,-0.051242,-0.001981
1.1.匈牙利,匈牙利新增毛利,111.556714,103.542857,125.300714,116.911857,141.869143,121.521429,118.821286,116.824571,8.013857,7.739652,8.013857,0.147892,0.005717
1.1.北马其顿,北马其顿新增毛利,86.835429,49.189143,40.994714,46.557429,54.092286,46.754286,31.639286,39.945714,37.646286,76.53373,37.646286,0.694745,0.026858
1.1.北马里亚纳群岛,北马里亚纳群岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.南极洲,南极洲新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.南苏丹,南苏丹新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.南非,南非新增毛利,207.154857,204.017286,190.060286,157.719429,193.652,196.228571,189.478429,182.092286,3.137571,1.537895,3.137571,0.057902,0.002238
1.1.博茨瓦纳,博茨瓦纳新增毛利,9.095333,3.099,5.42325,11.641,6.597,0.799,6.518333,6.1215,5.996333,193.492524,5.996333,0.11066,0.004278
1.1.卡塔尔,卡塔尔新增毛利,23.878571,27.313857,21.266429,13.822429,27.400286,17.662,22.880571,10.694,-3.435286,-12.57708,-3.435286,-0.063397,-0.002451
1.1.卢旺达,卢旺达新增毛利,5.159,10.8465,0.931,9.62325,6.3806,0.0,1.864333,9.095333,-5.6875,-52.43627,-5.6875,-0.10496,-0.004058
1.1.卢森堡,卢森堡新增毛利,18.709857,24.141286,20.241,10.264,21.172286,25.546286,6.23,16.225286,-5.431429,-22.498506,-5.431429,-0.100235,-0.003875
1.1.印度,印度新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.印度尼西亚,印度尼西亚新增毛利,39.731571,74.214,50.950429,40.662286,34.143714,54.029571,48.561143,49.468714,-34.482429,-46.463509,-34.482429,-0.636358,-0.024601
1.1.危地马拉,危地马拉新增毛利,42.841,38.030143,35.238286,49.189429,45.107714,24.392571,29.495,42.807,4.810857,12.650116,4.810857,0.088782,0.003432
1.1.厄瓜多尔,厄瓜多尔新增毛利,80.751143,93.280143,85.129429,68.321571,55.319286,124.765429,70.727,53.023286,-12.529,-13.431583,-12.529,-0.231217,-0.008939
1.1.叙利亚,叙利亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.古巴,古巴新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.台湾,台湾新增毛利,10.031286,11.280143,21.818571,4.232857,8.149571,0.0,21.0292,4.889,-1.248857,-11.071288,-1.248857,-0.023047,-0.000891
1.1.吉尔吉斯斯坦,吉尔吉斯斯坦新增毛利,50.060143,46.429143,64.091714,62.845143,60.569429,25.639286,59.783571,41.580286,3.631,7.820519,3.631,0.067008,0.00259
1.1.吉布提,吉布提新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
