层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,保存量,496865.142857,505916.714286,501816.714286,483749.714286,450476.428571,492738.857143,503309.142857,476679.857143,-9051.571429,-1.789143,-9051.571429,100.0,-1.789143
2,DAU,723184.142857,741351.714286,730721.571429,723297.0,740301.428571,718559.285714,732984.0,695293.571429,-18167.571429,-2.450601,-12439.81447,137.43265,-2.458867
3,保存率,0.687052,0.682425,0.686741,0.668812,0.608504,0.685732,0.686658,0.685581,0.004627,0.678075,3387.982566,-37.429772,0.669672
3.AI Expand,AI Expand保存率,0.005967,0.005866,0.005954,0.006045,0.00577,0.005977,0.005919,0.006094,0.000102,1.73423,,,
3.AI Features,AI Features保存率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3.AI Image,AI Image保存率,0.00434,0.004675,0.004985,0.005002,0.004369,0.004819,0.004947,0.005297,-0.000336,-7.184305,,,
3.AI Repair,AI Repair保存率,0.016678,0.016619,0.016914,0.016761,0.015367,0.017262,0.0179,0.018314,5.9e-05,0.357179,,,
3.AI Replace,AI Replace保存率,0.005549,0.005427,0.005399,0.005513,0.005145,0.005682,0.005673,0.005897,0.000122,2.253727,,,
3.AI Retouch,AI Retouch保存率,0.055247,0.05521,0.055593,0.054305,0.049604,0.053419,0.053515,0.052951,3.7e-05,0.067692,,,
3.AI Tattoo,AI Tattoo保存率,0.000586,0.000605,0.000561,0.000539,0.000472,0.000515,0.000519,0.000551,-1.9e-05,-3.104941,,,
3.Abs,Abs保存率,4e-06,3e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,1e-06,53.768246,,,
3.Absarm,Absarm保存率,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,,,,
3.Abscollarbone,Abscollarbone保存率,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,,,,
