层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 新增次留,0.141583,0.136161,0.142303,0.142372,0.144165,0.134085,0.138158,0.136863,0.005422,3.981948,0.005422,100.0,3.981948
1.1,渠道 新增次留,0.105862,0.101853,0.110935,0.107046,0.105954,0.095577,0.095517,0.092436,0.004009,3.936384,0.0015621971,28.812193,1.147287
1.1.unknow,unknow 新增次留,,,0.0,0.0,,,,,,,,,
1.1.不丹,不丹 新增次留,,,,,,1.0,,1.0,,,,,
1.1.东帝汶,东帝汶 新增次留,,,,,,,,0.0,,,,,
1.1.中国,中国 新增次留,0.333333,0.0,0.142857,0.0,0.0,0.5,1.0,0.0,0.333333,,9.0686e-06,0.167255,0.00666
1.1.中国台湾,中国台湾 新增次留,0.333333,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.083333,33.333333,1.7004e-06,0.03136,0.001249
1.1.中国澳门,中国澳门 新增次留,,,,,0.0,,0.0,0.0,,,,,
1.1.中国香港,中国香港 新增次留,0.116608,0.131266,0.127731,0.130952,0.289157,0.2,0.146341,0.333333,-0.014658,-11.166912,-0.0001653519,-3.049648,-0.121435
1.1.中非,中非 新增次留,,,,,,,,,,,,,
1.1.丹麦,丹麦 新增次留,0.0,0.066667,0.333333,0.25,0.0,0.428571,0.142857,0.222222,-0.066667,-100.0,-2.9149e-06,-0.053761,-0.002141
1.1.乌克兰,乌克兰 新增次留,0.083333,0.134615,0.124294,0.124183,0.120805,0.134615,0.142045,0.106061,-0.051282,-38.095238,-2.33192e-05,-0.430084,-0.017126
1.1.乌兹别克斯坦,乌兹别克斯坦 新增次留,0.0,0.04878,0.1,0.076923,0.15,0.115385,0.086957,0.033333,-0.04878,-100.0,-5.8297e-06,-0.10752,-0.004281
1.1.乌干达,乌干达 新增次留,0.333333,0.0,0.333333,0.5,0.0,0.666667,0.0,0.285714,0.333333,,6.8014e-06,0.125441,0.004995
1.1.乌拉圭,乌拉圭 新增次留,0.166667,0.071429,0.0,0.0,0.0,0.111111,0.0,0.105263,0.095238,133.333333,5.4411e-06,0.100353,0.003996
1.1.乍得,乍得 新增次留,,,,,,0.0,,0.0,,,,,
1.1.也门,也门 新增次留,,,1.0,,,0.0,0.0,,,,,,
1.1.亚美尼亚,亚美尼亚 新增次留,0.222222,0.166667,0.157895,0.0,0.166667,0.222222,0.142857,0.0,0.055556,33.333333,2.7205e-06,0.050176,0.001998
1.1.以色列,以色列 新增次留,0.176471,0.233083,0.055556,0.25,0.0,0.0,0.16,0.153846,-0.056612,-24.288425,-2.19474e-05,-0.404785,-0.016118
1.1.伊拉克,伊拉克 新增次留,0.119403,0.12069,0.137255,0.068182,0.152174,0.148936,0.206897,0.108108,-0.001287,-1.066098,-2.176e-07,-0.004013,-0.00016
1.1.伊朗,伊朗 新增次留,0.105027,0.117056,0.123519,0.134387,0.17847,0.141343,0.189024,0.5,-0.012029,-10.27626,-0.0006383279,-11.772922,-0.468792
1.1.伯利兹,伯利兹 新增次留,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
1.1.佛得角,佛得角 新增次留,0.25,0.333333,1.0,0.0,,1.0,0.0,0.0,-0.083333,-25.0,-1.7004e-06,-0.03136,-0.001249
1.1.俄罗斯,俄罗斯 新增次留,0.103229,0.121517,0.10098,0.115464,0.103844,0.106642,0.102922,0.1034,-0.018288,-15.049732,-0.0001166905,-2.152167,-0.085698
1.1.保加利亚,保加利亚 新增次留,0.086957,0.057143,0.142857,0.333333,0.095238,0.058824,0.454545,0.0,0.029814,52.173913,3.0417e-06,0.056099,0.002234
1.1.克罗地亚,克罗地亚 新增次留,0.533333,0.285714,0.192308,0.473684,0.25,0.0,0.48,0.117647,0.247619,86.666667,1.4147e-05,0.260918,0.01039
1.1.关岛,关岛 新增次留,0.0,,0.0,0.0,,,0.5,,,,,,
1.1.冈比亚,冈比亚 新增次留,0.153846,0.307692,0.166667,0.1,0.066667,0.3,0.333333,0.333333,-0.153846,-50.0,-5.8298e-06,-0.107521,-0.004281
1.1.冰岛,冰岛 新增次留,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,,0.0,0.0,0.0
1.1.几内亚,几内亚 新增次留,0.0,0.0,0.333333,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0
1.1.几内亚比绍,几内亚比绍 新增次留,,1.0,,,,,,,,,,,
1.1.列支敦士登,列支敦士登 新增次留,0.0,,,,,,,,,,,,
1.1.刚果共和国,刚果共和国 新增次留,0.0,,0.0,,,0.0,0.0,,,,,,
1.1.刚果民主共和国,刚果民主共和国 新增次留,0.25,0.2,1.0,0.5,0.333333,0.25,0.0,0.0,0.05,25.0,1.2753e-06,0.02352,0.000937
1.1.利比亚,利比亚 新增次留,0.25,0.5,0.333333,0.5,0.2,0.0,0.0,0.0,-0.25,-50.0,-5.1011e-06,-0.094081,-0.003746
1.1.利比里亚,利比里亚 新增次留,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333333,0.0,,0.0,0.0,0.0
1.1.加拿大,加拿大 新增次留,0.106908,0.079893,0.105488,0.086106,0.081408,0.072362,0.063628,0.068515,0.027014,33.813048,5.91383e-05,1.090709,0.043431
1.1.加纳,加纳 新增次留,0.184211,0.205882,0.2,0.184211,0.257143,0.190476,0.357143,0.354839,-0.021672,-10.526316,-2.1477e-06,-0.039612,-0.001577
1.1.加蓬,加蓬 新增次留,,,,,0.0,,,0.0,,,,,
1.1.匈牙利,匈牙利 新增次留,0.2,0.0,0.0,0.111111,0.0,0.153846,0.111111,0.0,0.2,,8.1617e-06,0.15053,0.005994
1.1.北马其顿,北马其顿 新增次留,0.2,0.0,0.333333,0.5,0.0,0.166667,0.428571,0.166667,0.2,,4.0809e-06,0.075265,0.002997
1.1.北马里亚纳群岛,北马里亚纳群岛 新增次留,,,,,,0.0,,,,,,,
1.1.南苏丹,南苏丹 新增次留,0.280702,0.254902,0.166667,0.139535,0.348837,0.25,0.142857,0.479167,0.0258,10.121457,3.8354e-06,0.070738,0.002817
1.1.南非,南非 新增次留,0.260274,0.163121,0.125,0.136364,0.2,0.2,0.076923,0.214286,0.097153,59.559261,3.993e-05,0.736443,0.029325
1.1.博茨瓦纳,博茨瓦纳 新增次留,,0.0,0.0,,,,0.0,0.0,,,,,
1.1.卡塔尔,卡塔尔 新增次留,0.0,0.142857,0.153846,0.25,0.0,0.125,0.1,0.2,-0.142857,-100.0,-4.0809e-06,-0.075265,-0.002997
1.1.卢旺达,卢旺达 新增次留,0.0,0.333333,0.25,,0.0,1.0,,,-0.333333,-100.0,-6.8014e-06,-0.125441,-0.004995
1.1.卢森堡,卢森堡 新增次留,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0
1.1.印度,印度 新增次留,0.209424,0.227488,0.192513,0.154762,0.190141,0.198795,0.190751,0.177632,-0.018064,-7.940663,-1.11102e-05,-0.204909,-0.008159
1.1.印度尼西亚,印度尼西亚 新增次留,0.149254,0.12987,0.090909,0.104167,0.135135,0.219512,0.15625,0.162162,0.019384,14.925373,4.3507e-06,0.080241,0.003195
1.1.危地马拉,危地马拉 新增次留,0.038462,0.117647,0.133333,0.0,0.0,0.0,0.142857,0.1,-0.079186,-67.307692,-4.5779e-06,-0.084431,-0.003362
1.1.厄瓜多尔,厄瓜多尔 新增次留,0.117647,0.185185,0.216216,0.08,0.055556,0.035714,0.16129,0.071429,-0.067538,-36.470588,-5.3154e-06,-0.098034,-0.003904
