层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 新增次留,0.167233,0.160996,0.157097,0.141583,0.136161,0.142303,0.142372,0.144165,0.006237,3.874276,0.006237,100.0,3.874276
1.1,渠道 新增次留,0.142202,0.127378,0.125889,0.105862,0.101853,0.110935,0.107046,0.105954,0.014824,11.637819,0.0039275162,62.971239,2.43968
1.1.unknow,unknow 新增次留,0.0,,,,,0.0,0.0,,,,,,
1.1.不丹,不丹 新增次留,0.0,,,,,,,,,,,,
1.1.东帝汶,东帝汶 新增次留,,0.0,1.0,,,,,,,,,,
1.1.中国,中国 新增次留,0.125,0.0,0.25,0.333333,0.0,0.142857,0.0,0.0,0.125,,4.4392e-06,0.071175,0.002758
1.1.中非,中非 新增次留,,,1.0,,,,,,,,,,
1.1.丹麦,丹麦 新增次留,0.1,0.0,0.25,0.0,0.066667,0.333333,0.25,0.0,0.1,,4.5457e-06,0.072883,0.002824
1.1.乌克兰,乌克兰 新增次留,0.099099,0.109589,0.089172,0.083333,0.134615,0.124294,0.124183,0.120805,-0.01049,-9.572072,-6.216e-06,-0.099664,-0.003861
1.1.乌兹别克斯坦,乌兹别克斯坦 新增次留,0.125,0.153846,0.1,0.0,0.04878,0.1,0.076923,0.15,-0.028846,-18.75,-3.044e-06,-0.048806,-0.001891
1.1.乌干达,乌干达 新增次留,0.0,0.666667,0.25,0.333333,0.0,0.333333,0.5,0.0,-0.666667,-100.0,-2.84108e-05,-0.455521,-0.017648
1.1.乌拉圭,乌拉圭 新增次留,0.333333,0.181818,0.0,0.166667,0.071429,0.0,0.0,0.0,0.151515,83.333333,6.7645e-06,0.108457,0.004202
1.1.乍得,乍得 新增次留,0.0,0.0,0.333333,,,,,,0.0,,0.0,0.0,0.0
1.1.也门,也门 新增次留,0.0,,,,,1.0,,,,,,,
1.1.亚美尼亚,亚美尼亚 新增次留,0.153846,0.0,0.0,0.222222,0.166667,0.157895,0.0,0.166667,0.153846,,7.2848e-06,0.1168,0.004525
1.1.以色列,以色列 新增次留,0.125,0.076923,0.142857,0.176471,0.233083,0.055556,0.25,0.0,0.048077,62.5,2.9595e-06,0.04745,0.001838
1.1.伊拉克,伊拉克 新增次留,0.085714,0.157895,0.066667,0.119403,0.12069,0.137255,0.068182,0.152174,-0.07218,-45.714286,-1.11325e-05,-0.178491,-0.006915
1.1.伊朗,伊朗 新增次留,0.11194,0.134409,0.13748,0.105027,0.117056,0.123519,0.134387,0.17847,-0.022468,-16.716418,-5.08866e-05,-0.815883,-0.03161
1.1.伯利兹,伯利兹 新增次留,0.333333,0.333333,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1.1.佛得角,佛得角 新增次留,0.0,0.0,0.0,0.25,0.333333,1.0,0.0,,0.0,,0.0,0.0,0.0
1.1.俄罗斯,俄罗斯 新增次留,0.129583,0.120073,0.114549,0.103229,0.121517,0.10098,0.115464,0.103844,0.00951,7.920226,6.36483e-05,1.020496,0.039537
1.1.保加利亚,保加利亚 新增次留,0.052632,0.166667,0.235294,0.086957,0.057143,0.142857,0.333333,0.095238,-0.114035,-68.421053,-9.7195e-06,-0.155836,-0.006038
1.1.克罗地亚,克罗地亚 新增次留,0.24,0.225806,0.294118,0.533333,0.285714,0.192308,0.473684,0.25,0.014194,6.285714,1.7859e-06,0.028634,0.001109
1.1.关岛,关岛 新增次留,,0.0,0.0,0.0,,0.0,0.0,,,,,,
1.1.冈比亚,冈比亚 新增次留,0.2,0.230769,0.210526,0.153846,0.307692,0.166667,0.1,0.066667,-0.030769,-13.333333,-1.894e-06,-0.030368,-0.001177
1.1.冰岛,冰岛 新增次留,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,
1.1.几内亚,几内亚 新增次留,0.0,0.0,,0.0,0.0,0.333333,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.几内亚比绍,几内亚比绍 新增次留,0.0,,,,1.0,,,,,,,,
1.1.列支敦士登,列支敦士登 新增次留,,0.0,,0.0,,,,,,,,,
